,actual,predict
0,0.16276613,0.0776699
1,0.16753103,0.07281554
2,0.17129792,0.08737864
3,0.17233835,0.11165048
4,0.16933545,0.1407767
5,0.16512115,0.16019417
6,0.16276613,0.17961165
7,0.17211851,0.18932039
8,0.18352906,0.19417475
9,0.18942809,0.19417475
10,0.19241683,0.19417475
11,0.19241683,0.19417475
12,0.19241683,0.19417475
13,0.19241683,0.19417475
14,0.19241683,0.19417475
15,0.19241683,0.19417475
16,0.19241683,0.18932039
17,0.19241683,0.18932039
18,0.18942809,0.17961165
19,0.18714297,0.17475729
20,0.65529835,0.6380368
21,0.6208763,0.5705522
22,0.5676905,0.49079755
23,0.49837282,0.41104296
24,0.42217383,0.33128834
25,0.35220376,0.2576687
26,0.28760722,0.20245399
27,0.2339139,0.1595092
28,0.19757453,0.13496932
29,0.17172486,0.12269939
30,0.16200607,0.12883435
31,0.16353086,0.1411043
32,0.16273671,0.1595092
33,0.16287825,0.18404908
34,0.17172486,0.20858896
35,0.18621227,0.23312883
36,0.20144543,0.2576687
37,0.21734631,0.2760736
38,0.2339139,0.29447854
39,0.19205913,0.30674848
40,0.21835858,0.2202166
41,0.2135987,0.2166065
42,0.20889653,0.2129964
43,0.2065671,0.20938627
44,0.2042521,0.20577617
45,0.2019516,0.19855596
46,0.19966552,0.19494584
47,0.1951367,0.18772563
48,0.19289397,0.18050541
49,0.18845193,0.1732852
50,0.18406773,0.16245487
51,0.1797479,0.15162455
52,0.17342162,0.14440434
53,0.16727751,0.13357401
54,0.16405186,0.1299639
55,0.16216666,0.12635379
56,0.16259739,0.12635379
57,0.16305014,0.13357401
58,0.16305014,0.14079422
59,0.19716543,0.14801444
60,0.21446547,0.22875817
61,0.21446547,0.22222222
62,0.21446547,0.21568628
63,0.21019691,0.20915033
64,0.20597562,0.20261438
65,0.20180175,0.18954249
66,0.1976752,0.18300654
67,0.18956426,0.1764706
68,0.1855799,0.16993465
69,0.18164298,0.16993465
70,0.177776,0.1633987
71,0.177776,0.16993465
72,0.17396745,0.1764706
73,0.177776,0.18300654
74,0.18164298,0.19607843
75,0.1855799,0.20915033
76,0.193596,0.21568628
77,0.20180175,0.22222222
78,0.20597562,0.22222222
79,0.18960121,0.21568628
