,0,0
0,0.87344956,0.43616688
1,0.72319096,0.45780173
2,0.6205297,0.5449069
3,0.5906647,0.47904393
4,0.64106196,0.518089
5,0.6802599,0.4210729
6,0.67279357,0.4944008
7,0.7483896,0.40874153
8,0.7353236,0.47348014
9,0.7623888,0.49007946
10,0.621463,0.4843568
11,0.55426663,0.469664
12,0.71105826,0.46461052
13,0.7045253,0.40517148
14,0.7353236,0.47373194
15,0.6550612,0.39470807
16,0.58599824,0.4843568
17,0.73999006,0.44922754
18,0.7651887,0.4190338
19,0.64292854,0.4864005
20,0.58506495,0.49743873
21,0.65692776,0.44392094
22,0.7707884,0.41862598
23,0.78385437,0.4289092
24,0.6793266,0.49989223
25,0.6559945,0.41565832
26,0.69425917,0.4598436
27,0.67746,0.4496357
28,0.65972763,0.46637848
29,0.7353236,0.4339543
30,0.7493229,0.45126873
31,0.6671939,0.4843568
32,0.7017254,0.49048826
33,0.683993,0.46461052
34,0.6559945,0.46964642
35,0.6858596,0.44717506
36,0.6662606,0.4496357
37,0.766122,0.46270242
38,0.6018641,0.45412678
39,0.71292484,0.4978477
40,0.70079213,0.42596737
41,0.6830597,0.47454908
42,0.6858596,0.41306153
43,0.683993,0.45595017
44,0.6895928,0.46270242
45,0.6858596,0.46188557
46,0.67746,0.46433613
47,0.67559344,0.46270242
48,0.6802599,0.45902678
49,0.6811931,0.45821008
50,0.6877262,0.46025196
51,0.6877262,0.46066037
52,0.6811931,0.46351925
53,0.795987,0.44368735
54,0.67186034,0.46066037
55,0.6858596,0.5109353
56,0.6858596,0.45657665
57,0.6783933,0.46270242
58,0.6793266,0.46270242
59,0.6830597,0.4594352
60,0.6858596,0.44549027
61,0.6877262,0.4614772
62,0.6821264,0.46270242
63,0.6802599,0.44440854
64,0.6765267,0.46106878
65,0.49770963,0.46025196
66,0.6867929,0.4440479
67,0.6895928,0.4433268
68,0.6811931,0.46311077
69,0.67746,0.46433613
70,0.6765267,0.44585094
71,0.66999376,0.45902678
72,0.67186034,0.430613
73,0.690526,0.45576003
74,0.690526,0.45657665
75,0.67372686,0.4647446
76,0.6802599,0.4647446
77,0.6830597,0.45739335
78,0.6802599,0.46025196
79,0.6802599,0.44080305
80,0.7147914,0.46025196
81,0.6821264,0.46025196
82,0.6830597,0.4433268
83,0.6821264,0.46106878
84,0.6811931,0.4283848
85,0.6793266,0.46106878
86,0.67279357,0.41519535
87,0.6662606,0.4598436
88,0.6765267,0.45698497
89,0.690526,0.45412678
90,0.6886595,0.45861846
91,0.17162038,0.4647446
92,0.75772244,0.46392766
93,0.66906047,0.23859307
94,0.6653273,0.4941677
