,actual,predict
0,0.74313307,0.8521524
1,0.43503833,0.76325965
2,0.43503833,0.94104517
3,0.66779685,1.0299379
4,0.5916958,0.94104517
5,0.74313307,1.0299379
6,0.81758606,0.94104517
7,0.74313307,1.2077234
8,0.81758606,1.0299379
9,0.74313307,1.1188306
10,0.96111107,1.2077234
11,0.81758606,1.2966161
12,0.8904679,1.2966161
13,0.96111107,1.0299379
14,1.0306917,1.0299379
15,1.0306917,1.2077234
16,0.81758606,1.2077234
17,0.81758606,1.2077234
18,0.96111107,0.5854742
19,0.96111107,0.67436695
20,0.96111107,0.76325965
21,0.43503833,1.2966161
22,0.5140254,0.40768874
23,0.5916958,0.40768874
24,1.0306917,0.49658147
25,0.2773322,0.67436695
26,0.2773322,0.67436695
27,0.35608733,0.76325965
28,0.5140254,0.67436695
29,0.5140254,0.67436695
