,actual,predict
0,0.4745755,0.5168498
1,0.48322004,0.46280116
2,0.4573016,0.43566877
3,0.40681073,0.424867
4,0.38126424,0.46125326
5,0.3711807,0.5027301
6,0.40539965,0.47769004
7,0.44408482,0.45812353
8,0.42061916,0.4809713
9,0.4024981,0.5260897
10,0.42367765,0.565832
11,0.46591645,0.56017596
12,0.5030689,0.5509943
13,0.49778113,0.55933636
14,0.48919463,0.5428655
15,0.49699607,0.50703216
16,0.4815916,0.4638788
17,0.4481406,0.4826882
18,0.40780565,0.58312845
19,0.38535038,0.6178149
20,0.46217093,0.4835954
21,0.46771643,0.44207782
22,0.42612764,0.4614582
23,0.3872895,0.4502827
24,0.40558577,0.42204827
25,0.3950461,0.46378365
26,0.36856478,0.49549595
27,0.40771797,0.46961457
28,0.43727845,0.47003576
29,0.4131144,0.46551025
30,0.41350505,0.43651575
31,0.40931368,0.42505115
32,0.3820587,0.4176402
33,0.3713518,0.40142292
34,0.36448744,0.38252342
35,0.3496303,0.40596867
36,0.33262295,0.47560388
37,0.3537723,0.5935471
38,0.41867775,0.6979188
39,0.389614,0.6746578
40,0.23790288,0.21923241
41,0.22556528,0.2071517
42,0.20498687,0.22724286
43,0.19764568,0.23306976
44,0.20997421,0.22015235
45,0.21366258,0.22501193
46,0.20555468,0.21489221
47,0.20857549,0.18252046
48,0.2023247,0.18280418
49,0.18604933,0.20741329
50,0.18614064,0.21781601
51,0.19780241,0.23155035
52,0.20411487,0.2639797
53,0.2126956,0.2906569
54,0.23528631,0.31079903
55,0.25565016,0.3352562
56,0.27164397,0.34297106
57,0.29175547,0.34014806
58,0.2982513,0.36678293
59,0.4351735,0.4287053
60,0.44404265,0.41457593
61,0.38307843,0.4791942
62,0.36166263,0.5502987
63,0.4220204,0.6024614
64,0.48854384,0.63609654
65,0.53722167,0.61125225
66,0.5694628,0.5540461
67,0.5456692,0.53457457
68,0.4920487,0.5713037
69,0.47383934,0.5883636
70,0.5081826,0.5440398
71,0.52410567,0.5004757
72,0.4826898,0.4975762
73,0.44196218,0.49841043
74,0.4392341,0.5032153
75,0.44001886,0.55533516
76,0.44454187,0.6318979
77,0.4932544,0.691342
78,0.5654615,0.72073114
79,0.18815692,0.7029775
