,actual,predict
0,0.59413457,0.65800506
1,0.62868106,0.66974014
2,0.5929223,0.66554904
3,0.601408,0.6445935
4,0.59837747,0.6873428
5,0.58322394,0.6605197
6,0.6141359,0.6588433
7,0.5947407,0.67979884
8,0.5935284,0.65632856
9,0.60868126,0.6722548
10,0.59171,0.6873428
11,0.6032263,0.6605197
12,0.6141359,0.4128248
13,0.5947407,0.7099748
14,0.41557676,0.6571668
15,0.6304991,0.68063706
16,0.59231615,0.6789606
17,0.60928726,0.65632856
18,0.60807514,0.673093
19,0.21108487,0.6605197
20,0.5276966,0.5722496
21,0.53411007,0.5689655
22,0.53090334,0.5673235
23,0.5285279,0.5625616
24,0.52734035,0.5683087
25,0.52389604,0.56863713
26,0.5280529,0.5702791
27,0.52829045,0.572578
28,0.52947813,0.56650245
29,0.53114086,0.5648604
30,0.52674645,0.56863713
31,0.5255588,0.580509
32,0.52829045,0.5555008
33,0.53687716,0.5546798
34,0.51878893,0.5722496
35,0.5181951,0.5720854
36,0.53090334,0.5668309
37,0.53078455,0.5648604
38,0.526984,0.56748766
39,0.30238625,0.5651888
40,0.43402055,0.43551403
41,0.41846904,0.44018692
42,0.4319923,0.4364486
43,0.43537277,0.4448598
44,0.4326684,0.4364486
45,0.4387533,0.43831775
46,0.4326684,0.4364486
47,0.43402055,0.4327103
48,0.4326684,0.44018692
49,0.42996392,0.43738317
50,0.43537277,0.4327103
51,0.43334448,0.43084112
52,0.42996392,0.52588785
53,0.4286117,0.4317757
54,0.4973688,0.43925235
55,0.4292878,0.43364486
56,0.43469667,0.43551403
57,0.43064004,0.44018692
58,0.4319923,0.43831775
59,0.21003208,0.4420561
60,0.14121018,0.023907105
61,0.13183121,0.024590164
62,0.13429932,0.025273224
63,0.13479295,0.023224045
64,0.13528657,0.024590164
65,0.1338057,0.028005464
66,0.13479295,0.021857923
67,0.1372611,0.008879782
68,0.13281845,0.004781421
69,0.12343981,0.0102459015
70,0.12047818,0.0075136614
71,0.12442702,0.012295082
72,0.122452594,0.22267759
73,0.12590784,0.028005464
74,0.2780165,0.019808743
75,0.1372611,0.021174863
76,0.1313376,0.021174863
77,0.13232483,0.015027323
78,0.13232483,0.013661202
79,0.20722473,0.011612022
80,0.12586707,0.0035696074
81,0.122919016,0.0045894952
82,0.119602494,0.0061193267
83,0.1203395,0.005099439
84,0.12144501,0.006629271
85,0.120708,0.0061193267
86,0.121813506,0.005609383
87,0.12144501,0.0020397757
88,0.12107649,0.0020397757
89,0.11849701,0.0030596633
90,0.11849701,0.0025497195
91,0.11923399,0.013258542
92,0.11886549,0.038245793
93,0.12660408,0.017338093
94,0.14466181,0.008159103
95,0.12955217,0.0076491586
96,0.122919016,0.007139215
97,0.12255052,0.005609383
98,0.122182004,0.005099439
99,0.20722473,0.005099439
100,0.13643594,0.0241773
101,0.13061193,0.0161182
102,0.13449457,0.014775016
103,0.1286706,0.010745467
104,0.12769996,0.010073875
105,0.12478802,0.014775016
106,0.1243027,0.0127602415
107,0.12769996,0.0053727333
108,0.12624398,0.0053727333
109,0.12090548,0.0080591
110,0.12090548,0.006044325
111,0.12284675,0.018132975
112,0.12139081,0.1927468
113,0.13012658,0.0161182
114,0.25636882,0.010745467
115,0.1286706,0.010745467
116,0.12478802,0.014103425
117,0.12478802,0.010745467
118,0.12721463,0.0094022835
119,0.4221667,0.007387508
