,actual,predict
0,0.47916675,0.39564165
1,0.4916668,0.41784114
2,0.90416694,0.44128338
3,0.87083316,0.44894132
4,0.76458335,0.39093465
5,0.0373497,0.3416912
6,-0.0052223206,0.32720402
7,0.90280914,0.34785867
8,0.88554,0.49070767
9,0.83333206,0.3867305
10,0.01494503,0.34336746
11,-0.017543793,0.33387864
12,0.11501026,0.35304517
13,0.120857716,0.36083287
14,0.13840199,0.38685116
15,0.04453087,0.3397943
16,0.042110443,0.34476238
17,0.67086124,0.34598428
18,0.6713457,0.3468163
19,0.6718302,0.3865946
20,0.33680677,0.4295541
21,0.31633794,0.39466956
22,0.93152213,0.36283627
23,0.8615556,0.35289937
24,0.65165615,0.393952
