,actual,predict
0,0.023891978,-0.37639785
1,-4.7168593,0.24024345
2,-5.096472,0.15215184
3,-5.126192,0.5045183
4,-5.1285143,-0.024031391
5,-5.128696,-0.024031391
6,-5.12871,-0.28830624
7,-5.1287107,0.24024345
8,-5.1287107,0.4164267
9,-5.1287107,0.5045183
10,-5.1287107,0.6807015
11,-5.1287107,0.4164267
12,-5.1287107,0.5926099
13,-5.1287107,0.5926099
14,-5.1287107,0.5045183
15,-5.1287107,0.5045183
16,-5.1287107,0.5926099
17,-5.1287107,0.6807015
18,-5.1287107,0.4164267
19,-5.1287107,0.7687931
20,-5.1287107,1.033068
21,-5.1287107,0.6807015
22,-5.1287107,0.6807015
23,-5.1287107,0.5045183
24,-5.1287107,0.8568847
25,-5.1287107,1.1211596
26,-5.1287107,0.24024345
27,-5.1287107,1.033068
28,-5.1287107,0.7687931
29,-5.1287107,1.033068
