,actual,predict
0,67.77184,67.0
1,67.77184,67.0
2,67.77184,69.0
3,67.77184,69.0
4,66.66639,69.0
5,66.66639,69.0
6,68.84765,67.0
7,68.84765,67.0
8,68.84765,67.0
9,68.84765,67.0
10,66.66639,67.0
11,66.66639,64.0
12,66.66639,64.0
13,66.66639,64.0
14,66.66639,70.0
15,63.58735,66.0
16,63.58735,66.0
17,63.58735,66.0
18,69.85463,66.0
19,65.57488,62.0
20,65.57488,67.0
21,65.57488,67.0
22,65.57488,67.0
23,61.45669,68.0
24,66.66639,68.0
25,66.66639,63.0
26,66.66639,63.0
27,67.77184,63.0
28,67.77184,68.0
29,62.519966,68.0
30,62.519966,68.0
31,62.519966,68.0
32,67.77184,70.0
33,67.77184,70.0
34,67.77184,70.0
35,67.77184,66.0
36,69.85463,67.0
37,69.85463,67.0
38,69.85463,65.0
39,65.57488,65.0
40,66.66639,65.0
41,66.66639,65.0
42,64.596565,65.0
43,64.596565,65.0
44,64.596565,59.0
45,64.596565,59.0
46,64.596565,65.0
47,64.596565,65.0
48,58.4692,65.0
49,58.4692,65.0
50,64.596565,59.0
51,64.596565,59.0
52,64.596565,59.0
53,64.596565,59.0
54,58.4692,64.0
55,58.4692,64.0
56,58.4692,65.0
57,58.4692,62.0
58,63.58735,62.0
59,63.58735,67.0
60,64.596565,67.0
61,61.45669,67.0
62,61.45669,58.0
63,66.66639,58.0
64,66.66639,58.0
65,66.66639,58.0
66,57.53702,53.0
67,57.53702,53.0
68,57.53702,53.0
69,57.53702,40.0
70,52.877464,40.0
71,52.877464,40.0
72,52.877464,50.0
73,41.904316,62.0
74,41.904316,58.0
75,41.904316,58.0
76,50.191658,55.0
77,61.45669,55.0
78,57.53702,57.0
79,57.53702,57.0
80,54.73904,57.0
81,54.73904,61.0
82,56.628925,61.0
83,56.628925,61.0
84,56.628925,50.0
85,60.426605,50.0
86,60.426605,41.0
87,60.426605,41.0
88,50.191658,41.0
89,50.191658,41.0
90,42.72819,39.0
91,42.72819,39.0
92,42.72819,39.0
93,42.72819,53.0
94,41.06882,53.0
95,41.06882,53.0
96,41.06882,53.0
97,52.877464,49.0
98,52.877464,49.0
99,52.877464,49.0
