,actual,predict
0,0.4993887,0.5491642
1,0.49436167,0.55342585
2,0.49755448,0.55440587
3,0.50063354,0.55315
4,0.5013415,0.5560429
5,0.5004342,0.56007767
6,0.50252426,0.543662
7,0.5054392,0.55133533
8,0.49357918,0.5640516
9,0.4991231,0.5642088
10,0.50831026,0.55610234
11,0.50842386,0.5507875
12,0.5025672,0.547974
13,0.49872735,0.55064315
14,0.4966946,0.5529252
15,0.49862304,0.5501234
16,0.5002718,0.55208284
17,0.4982475,0.5585798
18,0.4996632,0.55674666
19,0.18406726,0.5542926
20,0.37027302,0.35600546
21,0.37440655,0.33602554
22,0.35796884,0.35804886
23,0.34352967,0.37598535
24,0.35944566,0.36100042
25,0.37240538,0.35895702
26,0.3615787,0.45256227
27,0.36010203,0.32421926
28,0.42774042,0.36054632
29,0.33499852,0.3655413
30,0.36125052,0.36100042
31,0.3648601,0.3650872
32,0.3615787,0.35645953
33,0.364532,0.35350797
34,0.358297,0.36871994
35,0.35616383,0.3716715
36,0.36715648,0.3630438
37,0.3692888,0.36100042
38,0.36305535,0.35532433
39,0.18321179,0.3541891
40,0.45753956,0.48369417
41,0.46366072,0.47066537
42,0.45024133,0.47880837
43,0.44082442,0.48857996
44,0.44671002,0.47392255
45,0.4537727,0.47066537
46,0.44317862,0.5789673
47,0.44082442,0.46740818
48,0.51908517,0.45600796
49,0.4384702,0.46252236
50,0.4302307,0.47555116
51,0.43493894,0.48532277
52,0.44435573,0.49346575
53,0.4514185,0.48369417
54,0.45730412,0.48043695
55,0.45024133,0.48857996
56,0.44788706,0.48532277
57,0.4537727,0.46577957
58,0.4514185,0.47066537
59,0.18007588,0.48369417
60,0.10460604,0.0020010006
61,0.104264215,0.0015007504
62,0.10460604,0.0010005003
63,0.104264215,0.0015007504
64,0.1039224,0.0010005003
65,0.104264215,0.0030015009
66,0.1039224,0.0070035015
67,0.105289675,0.0020010006
68,0.10802431,0.0010005003
69,0.10460604,0.0035017508
70,0.1039224,0.0045022513
71,0.10563149,0.0050025014
72,0.10631513,0.0055027516
73,0.106656946,0.0030015009
74,0.106998794,0.0015007504
75,0.105289675,0.0015007504
76,0.104264215,0.0015007504
77,0.104264215,0.0020010006
78,0.104264215,0.0020010006
79,0.17694134,0.0010005003
80,0.10894724,0.013053209
81,0.10752002,0.013053209
82,0.112159215,0.018274492
83,0.112159215,0.0052212835
84,0.11572903,0.008876181
85,0.10680646,0.018796619
86,0.10930408,0.12948783
87,0.11608604,0.018796619
88,0.19443564,0.013575337
89,0.11608604,0.024017904
90,0.11251617,0.032371957
91,0.11965626,0.035504725
92,0.12536992,0.032894086
93,0.12751617,0.02192939
94,0.12572716,0.014097465
95,0.118228145,0.005743412
96,0.11287313,0.008876181
97,0.107163236,0.008354053
98,0.10930408,0.0052212835
99,0.1766564,0.008354053
100,0.10956541,0.0028932954
101,0.10600653,0.0046292725
102,0.105215736,0.0069439085
103,0.10640193,0.0017359771
104,0.10798359,0.0034719543
105,0.10442495,0.010415863
106,0.10561114,0.067703106
107,0.1103564,0.0075225676
108,0.14994213,0.0023146363
109,0.10837903,0.0063652494
110,0.10482033,0.01215184
111,0.107588165,0.01735977
112,0.111543015,0.015623794
113,0.1151036,0.009258545
114,0.11391664,0.0028932954
115,0.10956541,0.0023146363
116,0.105215736,0.0046292725
117,0.10482033,0.0069439085
118,0.10640193,0.008679885
119,0.36255726,0.0034719543
