,actual,predict
0,0.3061224,0.28680095
1,0.06760201,0.30229867
2,0.3278061,0.27905595
3,0.3928571,0.19398065
4,0.3278061,0.28680095
5,0.34948975,0.31005162
6,0.24107137,0.28680095
7,0.3061224,0.2945484
8,0.21938771,0.255825
9,0.28443873,0.27905595
10,0.26275507,0.24808465
11,0.5446428,0.2713114
12,0.3928571,0.26356798
13,0.41454077,0.36434776
14,0.5229592,0.31005162
15,0.5446428,0.31780314
16,0.5229592,0.29893947
17,0.5446428,0.36434776
18,0.4795918,0.3565861
19,0.5012755,0.2747555
20,0.35897437,0.33840778
21,0.23076923,0.33840778
22,0.2820513,0.3129862
23,0.35897437,0.24949421
24,0.2820513,0.2748797
25,0.23076923,0.3129862
26,0.25641027,0.2748797
27,0.2820513,0.24949421
28,0.25641027,0.26218534
29,0.33333334,0.2748797
30,0.25641027,0.26218534
31,0.35897437,0.29256007
32,0.30769232,0.26218534
33,0.25641027,0.3129862
34,0.20512821,0.28757554
35,0.25641027,0.26218534
36,0.2820513,0.23680745
37,0.30769232,0.2875238
38,0.25641027,0.2748797
39,0.2820513,0.27475563
40,0.41025642,0.363849
41,0.33333334,0.3129862
42,0.35897437,0.35112578
43,0.46153846,0.3129862
44,0.43589744,0.325695
45,0.43589744,0.37656486
46,0.5641026,0.363849
47,0.46153846,0.363849
48,0.46153846,0.42746067
49,0.3846154,0.37656486
50,0.41025642,0.37656486
51,0.30769232,0.33840778
52,0.35897437,0.3328993
53,0.41025642,0.31777027
54,0.43589744,0.325695
55,0.3846154,0.35112578
56,0.33333334,0.363849
57,0.35897437,0.33840778
58,0.35897437,0.3129862
59,0.41025642,0.27475572
60,0.6078431,0.38482103
61,0.8039216,0.33971658
62,0.745098,0.41160518
63,0.52941173,0.5009593
64,0.5686274,0.47414705
65,0.68627447,0.3758955
66,0.5686274,0.3937471
67,0.58823526,0.44733757
68,0.62745094,0.3937471
69,0.62745094,0.40267515
70,0.62745094,0.42053714
71,0.62745094,0.42053714
72,0.6078431,0.3503479
73,0.62745094,0.42053714
74,0.6470588,0.41160518
75,0.6666666,0.42053714
76,0.62745094,0.346803
77,0.6470588,0.43840313
78,0.6470588,0.42053714
79,0.6666666,0.27475578
80,0.081818186,0.14921919
81,0.06363636,0.13897705
82,0.09090909,0.13897705
83,0.12727273,0.13824576
84,0.1,0.1393427
85,0.17272727,0.1408054
86,0.15454546,0.23873495
87,0.26363638,0.14263402
88,0.22727273,0.14190255
89,0.2909091,0.24003933
90,0.26363638,0.1448287
91,0.18181819,0.14738964
92,0.17272727,0.14629203
93,0.17272727,0.14299978
94,0.18181819,0.14263402
95,0.18181819,0.14263402
96,0.2,0.24003933
97,0.20909092,0.14299978
98,0.21818182,0.14373131
99,0.23636365,0.27475515
100,0.51088536,0.16828811
101,0.12481858,0.28197527
102,0.28447023,0.2711625
103,0.10595065,0.16867213
104,0.12772134,0.21098022
105,0.08708273,0.16368061
106,,0.16944021
107,0.1161103,0.158691
108,0.06676342,0.25067264
109,0.06676342,0.16636813
110,0.10304789,0.15331969
111,0.09869376,0.15331969
112,0.10885341,0.16291286
113,,0.16176133
114,0.13933237,0.16444843
115,0.10885341,0.2476257
116,0.1436865,0.17251304
117,0.1161103,0.16444843
118,0.12481858,0.17366552
119,0.11320755,0.27475518
120,0.6388889,0.46967822
121,0.7222222,0.42947027
122,0.6944444,0.46967822
123,0.5555556,0.50989527
124,0.5277778,0.49649155
125,0.6388889,0.42947027
126,0.6388889,0.3804243
127,0.5833333,0.46967822
128,0.6111111,0.46967822
129,0.6111111,0.36983132
130,0.5555556,0.4562737
131,0.5277778,0.4562737
132,0.5,0.42947027
133,0.5277778,0.4160709
134,0.5277778,0.35389376
135,0.5555556,0.4160709
136,0.4722222,0.32390934
137,0.5555556,0.42947027
138,0.5,0.38928378
139,0.6111111,0.27475598
140,0.07177033,0.4222939
141,0.10047846,0.1610033
142,0.14832535,0.16945307
143,0.090909086,0.18213786
144,0.07655502,0.20330419
145,0.13875598,0.17790826
146,0.11004784,0.17156635
147,0.16267942,0.19906838
148,0.14832535,0.18636863
149,0.15789473,0.2096603
150,0.14354067,0.25739628
151,0.2583732,0.20754127
152,0.22966507,0.20118612
153,0.22966507,0.2658169
154,0.2535885,0.23935492
155,0.26315787,0.23935492
156,0.28229663,0.2784661
157,0.30622008,0.25421926
158,0.3444976,0.2627164
159,0.3827751,0.27475584
160,0.7703181,0.29027718
161,0.39575976,0.47666302
162,0.64310956,0.48052424
163,0.60424036,0.3442142
164,,0.38336575
165,0.44522974,0.42005473
166,0.6819788,0.3448357
167,0.6077739,0.3622109
168,0.48763254,0.4483539
169,0.4699647,0.42134097
170,,0.3706262
171,0.23674916,0.37120524
172,0.36749122,0.33978167
173,,0.28642768
174,0.31802124,0.33393574
175,0.33215553,0.30637836
176,,0.31595477
177,0.27915198,0.32109123
178,0.26501772,0.31809163
179,0.25088343,0.2747555
