,actual,predict
0,0.20438275,0.19889502
1,0.20103125,0.19889502
2,0.20103125,0.19889502
3,0.20103125,0.19889502
4,0.20103125,0.19889502
5,0.20103125,0.2044199
6,0.20103125,0.2044199
7,0.20438275,0.2044199
8,0.20438275,0.19889502
9,0.20438275,0.19889502
10,0.20103125,0.19337016
11,0.20103125,0.19337016
12,0.19771314,0.19889502
13,0.19771314,0.2044199
14,0.20103125,0.20994475
15,0.20438275,0.22099447
16,0.20776725,0.2320442
17,0.2146377,0.24309392
18,0.22164059,0.25414366
19,0.2111482,0.2596685
20,0.51203215,0.5902778
21,0.519067,0.5972222
22,0.519067,0.5972222
23,0.52615184,0.5972222
24,0.52615184,0.6041667
25,0.52615184,0.6111111
26,0.53328663,0.6180556
27,0.5404714,0.625
28,0.54770607,0.6319444
29,0.5549906,0.6458333
30,0.56232506,0.6527778
31,0.5771435,0.6597222
32,0.5846275,0.6597222
33,0.59216136,0.6666667
34,0.59216136,0.6666667
35,0.599745,0.6736111
36,0.599745,0.6805556
37,0.60737836,0.6875
38,0.6150616,0.7013889
39,0.20861512,0.7083333
40,0.18609272,0.16465864
41,0.18305591,0.16867469
42,0.18305591,0.17670682
43,0.18440495,0.18473895
44,0.18797483,0.18875502
45,0.1926072,0.18875502
46,0.19497237,0.18473895
47,0.19497237,0.17269076
48,0.1926072,0.16064256
49,0.18609272,0.14457831
50,0.18172452,0.12851405
51,0.17657533,0.12048193
52,0.17170845,0.12048193
53,0.16938086,0.124497995
54,0.16938086,0.13253012
55,0.17053583,0.14457831
56,0.17289871,0.15662651
57,0.17657533,0.16465864
58,0.18041077,0.17269076
59,0.2036909,0.16867469
60,0.17235973,0.13071896
61,0.17235973,0.13071896
62,0.17235973,0.13725491
63,0.17235973,0.14379086
64,0.17432159,0.1503268
65,0.1763302,0.1633987
66,0.17838553,0.1764706
67,0.18263632,0.18954249
68,0.18786323,0.20261438
69,0.19543818,0.21568628
70,0.20328385,0.22222222
71,0.21132046,0.22875817
72,0.21540928,0.22875817
73,0.21954425,0.22222222
74,0.21954425,0.21568628
75,0.21540928,0.20261438
76,0.21132046,0.18300654
77,0.20328385,0.16993465
78,0.19159716,0.15686275
79,0.20432237,0.14379086
