,actual,predict
0,0.04,-0.8931636749655594
1,0.05,-1.7358803279943444
2,0.06,-1.8379233231051586
3,0.065,-1.8817611455303958
4,0.065,-1.958132892425752
5,0.055,-2.1726122177616185
6,0.04,-2.2947729964446646
7,0.025,-2.5383780846930293
8,0.01,-2.6895210826422646
9,-0.005,-2.965784860339654
10,-0.01,-1.2469923234388356
11,-0.01,-3.1971783995366723
12,-0.005,-1.329918651351245
13,0.005,-1.4670732993318603
14,0.015,-1.3567078680002855
15,0.025,-3.097022036725417
16,0.03,-1.0918180190981643
17,0.03,-3.009359471027797
18,0.025,-2.7412987232903627
19,0.01,-2.9766685775730153
20,0.0,-2.8537637164917986
21,-0.015,-3.139717365213383
22,-0.03,-1.5056005420741854
23,-0.045,-1.7688090013202469
24,-0.05,-1.5116523292372532
25,-0.05,-1.6354537561608813
26,-0.045,-3.2593171853841967
27,-0.03,-3.0848941858857746
28,-0.01,-3.0949763820483662
29,0.015,-1.324894463444204
